order_id,order_date,product,category,quantity,sales,region
ORD100401,2024-08-14,Electronics,Electronics,1.0,1200.0,Nigeria
ORD100402,2025-04-30,Home,Home,1.0,1200.0,USA
ORD100403,2025-02-10,electronics,electronics,2.0,,Turkey
ORD100404,2026-02-08,Electronics,Electronics,2.0,3000.0,United States
ORD100405,2025-12-18,Home,Home,,,United Kingdom
ORD100406,2024-11-03,Electronics,Electronics,2.0,2400.0,United States
ORD100407,2024-12-04,Electronics,Electronics,2.0,999.98,Nigeria
ORD100408,2025-09-18,Groceries,Groceries,3.0,7500.0,United States
ORD100409,2024-12-25,Home,Home,1.0,2500.0,United Kingdom
ORD100410,2024-11-15,Electronics,Electronics,1.0,2500.0,United States
ORD100411,2024-12-12,Electronics,Electronics,,,USA
ORD100412,2024-08-24,Home,Home,5.0,2499.95,Ghana
ORD100413,2024-08-30,Electronics,Electronics,,,United States
ORD100414,2026-02-04,electronics,electronics,1.0,500.0,Ghana
ORD100415,2024-04-06,electronics,electronics,,,nigeria
ORD100416,2026-01-17,Fashion,Fashion,5.0,2500.0,USA
ORD100417,2025-07-19,Groceries,Groceries,3.0,1499.97,United States
ORD100418,2024-12-06,Fashion,Fashion,,,Nigeria
ORD100419,2026-01-21,Home,Home,,,United States
ORD100420,2025-05-29,Electronics,Electronics,,,nigeria
ORD100421,2025-11-11,Electronics,Electronics,1.0,,Ghana
ORD100422,2024-11-07,Groceries,Groceries,3.0,1500.0,USA
ORD100423,2024-09-17,Fashion,Fashion,,,nigeria
ORD100424,2025-10-19,electronics,electronics,2.0,1000.0,Nigeria
ORD100425,2024-07-16,Home,Home,5.0,2499.95,United States
ORD100426,2025-02-03,Fashion,Fashion,3.0,3600.0,nigeria
ORD100427,2025-07-11,electronics,electronics,3.0,,USA
ORD100428,2025-08-27,Groceries,Groceries,3.0,1500.0,Nigeria
ORD100429,2024-05-13,electronics,electronics,1.0,,Nigeria
ORD100430,2026-02-15,Home,Home,1.0,499.99,United States
ORD100431,2024-11-02,Groceries,Groceries,1.0,500.0,United States
ORD100432,,Fashion,Fashion,5.0,2500.0,Ghana
ORD100433,2024-08-09,Groceries,Groceries,1.0,500.0,USA
ORD100434,2024-04-06,Groceries,Groceries,1.0,1500.0,Nigeria
ORD100435,2025-10-15,electronics,electronics,2.0,3000.0,Turkey
ORD100436,2024-04-29,Home,Home,4.0,6000.0,Turkey
ORD100437,2024-06-23,Fashion,Fashion,2.0,5000.0,Nigeria
ORD100438,2024-10-29,electronics,electronics,4.0,,Nigeria
ORD100439,2024-08-25,electronics,electronics,5.0,2499.95,United Kingdom
ORD100440,2025-12-26,Electronics,Electronics,2.0,2400.0,Nigeria
ORD100441,2024-02-29,Electronics,Electronics,5.0,2500.0,Nigeria
ORD100442,2024-07-13,electronics,electronics,2.0,1000.0,nigeria
ORD100443,2024-02-23,Electronics,Electronics,2.0,3000.0,United States
ORD100444,2025-06-14,Groceries,Groceries,,,Ghana
ORD100445,2026-02-09,Fashion,Fashion,4.0,2000.0,USA
ORD100446,2024-03-19,Groceries,Groceries,5.0,6000.0,United States
ORD100447,2024-05-03,electronics,electronics,,,Nigeria
ORD100448,2026-02-05,Groceries,Groceries,2.0,3000.0,United States
ORD100449,2024-10-12,Fashion,Fashion,1.0,,United States
ORD100450,2024-07-20,electronics,electronics,4.0,1999.96,nigeria
ORD100451,2025-06-14,Groceries,Groceries,2.0,5000.0,nigeria
ORD100452,2026-01-09,Home,Home,-1.0,,Nigeria
ORD100453,,electronics,electronics,,,United States
ORD100454,2025-12-21,Home,Home,3.0,3600.0,USA
ORD100455,2025-06-10,Fashion,Fashion,,,Nigeria
ORD100456,2024-12-16,Home,Home,2.0,3000.0,Nigeria
ORD100457,2025-09-23,Electronics,Electronics,5.0,2500.0,United States
ORD100458,2024-04-04,electronics,electronics,5.0,7500.0,USA
ORD100459,2026-02-03,Fashion,Fashion,5.0,2500.0,Ghana
ORD100460,2024-04-21,Electronics,Electronics,3.0,7500.0,United States
ORD100461,2025-04-27,Groceries,Groceries,,,Nigeria
ORD100462,2025-11-13,Fashion,Fashion,3.0,1500.0,Nigeria
ORD100463,2025-01-05,Electronics,Electronics,1.0,1200.0,Ghana
ORD100464,2025-05-24,Electronics,Electronics,1.0,1200.0,United States
ORD100465,2024-03-01,Fashion,Fashion,2.0,1000.0,Turkey
ORD100466,2024-05-03,electronics,electronics,2.0,3000.0,United States
ORD100467,2024-12-31,Groceries,Groceries,4.0,6000.0,Turkey
ORD100468,2024-10-15,Home,Home,5.0,2500.0,USA
ORD100469,2024-09-02,Electronics,Electronics,2.0,3000.0,Nigeria
ORD100470,2025-12-17,Home,Home,3.0,,Turkey
ORD100471,2025-07-18,electronics,electronics,2.0,1000.0,Ghana
ORD100472,2025-04-02,Fashion,Fashion,1.0,499.99,Ghana
ORD100473,2024-07-03,Groceries,Groceries,3.0,1500.0,Nigeria
ORD100474,2024-07-24,Electronics,Electronics,3.0,1499.97,United Kingdom
ORD100475,2024-09-22,electronics,electronics,3.0,1500.0,nigeria
ORD100476,2024-12-13,Groceries,Groceries,1.0,1500.0,Ghana
ORD100477,2024-12-19,electronics,electronics,,,Turkey
ORD100478,2025-02-22,Electronics,Electronics,5.0,2500.0,nigeria
ORD100479,2025-11-11,Groceries,Groceries,,,United States
ORD100480,2024-11-22,Home,Home,,,Ghana
ORD100481,2025-08-18,Electronics,Electronics,1.0,,Nigeria
ORD100482,2025-05-19,Electronics,Electronics,3.0,1500.0,USA
ORD100483,2024-10-02,Groceries,Groceries,1.0,2500.0,Ghana
ORD100484,2024-07-16,Home,Home,3.0,4500.0,United Kingdom
ORD100485,2025-09-24,Groceries,Groceries,,,United States
ORD100486,2024-11-12,Fashion,Fashion,3.0,1499.97,nigeria
ORD100487,2024-07-12,Fashion,Fashion,1.0,,Ghana
ORD100488,2024-09-28,Electronics,Electronics,4.0,4800.0,nigeria
ORD100489,2025-12-08,Electronics,Electronics,,,USA
ORD100490,,Groceries,Groceries,-1.0,-500.0,nigeria
ORD100491,2025-05-21,Electronics,Electronics,,,Ghana
ORD100492,2024-06-10,Fashion,Fashion,1.0,,Ghana
ORD100493,2024-04-11,Groceries,Groceries,-1.0,-1200.0,United States
ORD100494,2025-12-24,Fashion,Fashion,2.0,999.98,Turkey
ORD100495,2025-07-06,Home,Home,1.0,2500.0,United Kingdom
ORD100496,2024-04-21,Home,Home,2.0,1000.0,Ghana
ORD100497,,Home,Home,1.0,500.0,United States
ORD100498,2025-06-14,Fashion,Fashion,2.0,1000.0,Nigeria
ORD100499,2024-08-23,Groceries,Groceries,3.0,7500.0,nigeria
ORD100500,2024-08-10,Electronics,Electronics,1.0,1500.0,nigeria
ORD100501,2024-05-09,Groceries,Groceries,1.0,500.0,Ghana
ORD100502,2025-07-03,Home,Home,1.0,500.0,USA
ORD100503,2024-03-09,electronics,electronics,4.0,,United States
ORD100504,2025-01-11,Electronics,Electronics,5.0,,Ghana
ORD100505,2026-01-26,Electronics,Electronics,3.0,1499.97,Nigeria
ORD100506,,Electronics,Electronics,-1.0,-1200.0,Ghana
ORD100507,2025-11-11,Electronics,Electronics,1.0,2500.0,nigeria
ORD100508,2025-09-14,Electronics,Electronics,,,Turkey
ORD100509,2024-03-01,Groceries,Groceries,5.0,2500.0,USA
ORD100510,2025-11-29,Groceries,Groceries,1.0,1500.0,Nigeria
ORD100511,2024-09-04,electronics,electronics,2.0,2400.0,Turkey
ORD100512,,Electronics,Electronics,2.0,1000.0,United States
ORD100513,,Home,Home,2.0,1000.0,USA
ORD100514,2024-09-16,Fashion,Fashion,5.0,7500.0,Turkey
ORD100515,2025-08-20,Electronics,Electronics,1.0,1500.0,United States
ORD100516,2024-07-23,Home,Home,2.0,3000.0,United Kingdom
ORD100517,2024-06-23,electronics,electronics,1.0,1500.0,USA
ORD100518,2024-08-06,Electronics,Electronics,3.0,4500.0,Nigeria
ORD100519,2024-03-09,electronics,electronics,3.0,1500.0,Nigeria
ORD100520,2025-08-07,Electronics,Electronics,5.0,12500.0,United States
ORD100521,2024-02-23,Electronics,Electronics,5.0,2499.95,Ghana
ORD100522,2025-10-24,Groceries,Groceries,,,United States
ORD100523,2024-10-24,Electronics,Electronics,2.0,2400.0,United Kingdom
ORD100524,2024-08-24,Groceries,Groceries,2.0,2400.0,United Kingdom
ORD100525,2024-09-18,Fashion,Fashion,4.0,6000.0,Nigeria
ORD100526,2025-02-11,electronics,electronics,1.0,1200.0,nigeria
ORD100527,2024-06-28,Electronics,Electronics,1.0,500.0,Nigeria
ORD100528,2025-08-18,electronics,electronics,5.0,12500.0,Nigeria
ORD100529,2024-07-16,electronics,electronics,4.0,6000.0,nigeria
ORD100530,2026-02-04,Groceries,Groceries,1.0,500.0,Nigeria
ORD100531,2025-02-06,Home,Home,1.0,1200.0,Ghana
ORD100532,2025-01-05,Electronics,Electronics,,,Ghana
ORD100533,2024-12-24,Groceries,Groceries,,,Nigeria
ORD100534,2025-04-23,Home,Home,,,United Kingdom
ORD100535,2026-01-24,Electronics,Electronics,5.0,,Nigeria
ORD100536,2024-09-17,Home,Home,2.0,2400.0,nigeria
ORD100537,2026-01-04,electronics,electronics,4.0,4800.0,United States
ORD100538,2024-11-01,Home,Home,1.0,500.0,Turkey
ORD100539,2024-05-27,Home,Home,3.0,3600.0,USA
ORD100540,2025-04-02,Electronics,Electronics,2.0,2400.0,USA
ORD100541,2026-01-17,Electronics,Electronics,4.0,1999.96,United Kingdom
ORD100542,2025-04-03,Groceries,Groceries,1.0,,Turkey
ORD100543,2025-12-06,Fashion,Fashion,1.0,500.0,Ghana
ORD100544,2025-12-27,Home,Home,1.0,,Ghana
ORD100545,2024-09-30,Groceries,Groceries,1.0,500.0,United States
ORD100546,2025-02-14,Electronics,Electronics,4.0,6000.0,Ghana
ORD100547,2024-07-01,Groceries,Groceries,,,United States
ORD100548,2025-02-26,electronics,electronics,-1.0,-499.99,United States
ORD100549,2024-04-30,Groceries,Groceries,2.0,999.98,United States
ORD100550,2024-04-02,Electronics,Electronics,-1.0,-2500.0,United States
ORD100551,2025-01-15,Fashion,Fashion,2.0,2400.0,Nigeria
ORD100552,2024-07-31,Fashion,Fashion,2.0,1000.0,Turkey
ORD100553,2024-05-28,Groceries,Groceries,1.0,2500.0,Nigeria
ORD100554,2025-10-02,electronics,electronics,3.0,4500.0,Nigeria
ORD100555,2025-02-19,electronics,electronics,4.0,4800.0,Nigeria
ORD100556,2026-02-15,Electronics,Electronics,2.0,1000.0,United States
ORD100557,2024-11-19,Home,Home,1.0,499.99,Nigeria
ORD100558,2025-06-08,Fashion,Fashion,1.0,500.0,United Kingdom
ORD100559,2025-03-31,Home,Home,,,Ghana
ORD100560,2025-01-13,Groceries,Groceries,2.0,2400.0,Ghana
ORD100561,2024-10-03,Home,Home,-1.0,-499.99,United Kingdom
ORD100562,2025-09-02,electronics,electronics,2.0,3000.0,Turkey
ORD100563,2024-04-30,Fashion,Fashion,2.0,3000.0,Nigeria
ORD100564,2024-11-25,Electronics,Electronics,-1.0,-1500.0,United Kingdom
ORD100565,2025-09-24,Fashion,Fashion,1.0,1500.0,Nigeria
ORD100566,2025-12-23,electronics,electronics,3.0,1500.0,USA
ORD100567,2024-08-01,Home,Home,2.0,3000.0,Nigeria
ORD100568,2024-10-31,Fashion,Fashion,,,United States
ORD100569,2024-09-16,Electronics,Electronics,3.0,7500.0,United States
ORD100570,2025-09-09,Electronics,Electronics,4.0,4800.0,Ghana
ORD100571,,Fashion,Fashion,1.0,500.0,nigeria
ORD100572,2025-12-12,Electronics,Electronics,2.0,1000.0,USA
ORD100573,2025-04-10,Groceries,Groceries,2.0,999.98,Nigeria
ORD100574,2025-10-07,electronics,electronics,1.0,500.0,Nigeria
ORD100575,2024-08-15,Fashion,Fashion,5.0,2499.95,Nigeria
ORD100576,2024-06-24,Groceries,Groceries,,,Ghana
ORD100577,2025-09-01,Electronics,Electronics,5.0,12500.0,Nigeria
ORD100578,2026-02-11,Home,Home,4.0,1999.96,Ghana
ORD100579,2024-11-26,Electronics,Electronics,2.0,2400.0,United States
ORD100580,2024-10-12,Electronics,Electronics,2.0,3000.0,Nigeria
ORD100581,2026-01-19,Fashion,Fashion,1.0,,Ghana
ORD100582,2025-04-14,Electronics,Electronics,1.0,1200.0,United States
ORD100583,2025-10-31,Electronics,Electronics,1.0,500.0,United States
ORD100584,2024-12-09,electronics,electronics,3.0,1500.0,United States
ORD100585,2024-10-11,Fashion,Fashion,2.0,1000.0,Nigeria
ORD100586,2025-01-13,Electronics,Electronics,2.0,2400.0,United States
ORD100587,2024-06-02,Home,Home,1.0,,United Kingdom
ORD100588,,electronics,electronics,5.0,,USA
ORD100589,2024-04-03,Electronics,Electronics,1.0,1200.0,United States
ORD100590,2025-01-31,Fashion,Fashion,4.0,1999.96,USA
ORD100591,2025-01-16,Groceries,Groceries,1.0,499.99,United States
ORD100592,,Groceries,Groceries,1.0,500.0,nigeria
ORD100593,2024-08-03,Fashion,Fashion,1.0,499.99,Turkey
ORD100594,2024-09-22,Fashion,Fashion,2.0,5000.0,Ghana
ORD100595,2025-01-25,Electronics,Electronics,-1.0,-500.0,Nigeria
ORD100596,2025-04-29,Groceries,Groceries,4.0,2000.0,Ghana
ORD100597,2025-03-03,Fashion,Fashion,2.0,5000.0,Nigeria
ORD100598,2025-02-22,Home,Home,-1.0,,Ghana
ORD100599,2024-06-28,Fashion,Fashion,1.0,500.0,Turkey
ORD100600,2025-08-16,Fashion,Fashion,2.0,2400.0,United States
ORD100601,2025-03-27,Fashion,Fashion,2.0,1000.0,United States
ORD100602,2024-07-14,electronics,electronics,1.0,1200.0,Turkey
ORD100603,2024-12-01,Fashion,Fashion,1.0,1500.0,nigeria
ORD100604,2025-08-24,Electronics,Electronics,1.0,499.99,Turkey
ORD100605,2024-11-13,Home,Home,5.0,6000.0,Turkey
ORD100606,2025-11-30,Groceries,Groceries,1.0,500.0,Ghana
ORD100607,,electronics,electronics,,,Ghana
ORD100608,2024-07-12,Electronics,Electronics,3.0,,United States
ORD100609,2024-09-08,Home,Home,2.0,2400.0,Nigeria
ORD100610,2025-05-24,Groceries,Groceries,1.0,1500.0,Nigeria
ORD100611,2025-04-01,electronics,electronics,,,Nigeria
ORD100612,2026-01-16,Electronics,Electronics,5.0,12500.0,United Kingdom
ORD100613,2024-10-25,Home,Home,3.0,7500.0,USA
ORD100614,2025-08-26,Groceries,Groceries,,,United Kingdom
ORD100615,2024-11-14,Home,Home,2.0,1000.0,Turkey
ORD100616,2024-10-27,Groceries,Groceries,2.0,2400.0,Nigeria
ORD100617,2024-10-20,Groceries,Groceries,1.0,1200.0,Ghana
ORD100618,2024-06-05,Fashion,Fashion,4.0,4800.0,United Kingdom
ORD100619,2025-04-28,Fashion,Fashion,1.0,500.0,United States
ORD100620,2025-01-12,Electronics,Electronics,,,Ghana
ORD100621,2024-03-17,Fashion,Fashion,1.0,500.0,USA
ORD100622,2024-03-06,Groceries,Groceries,3.0,1500.0,Nigeria
ORD100623,2025-01-12,Groceries,Groceries,2.0,999.98,United Kingdom
ORD100624,2025-02-15,Electronics,Electronics,4.0,6000.0,United States
ORD100625,2024-02-29,electronics,electronics,1.0,,USA
ORD100626,2024-05-12,Home,Home,1.0,1200.0,Nigeria
ORD100627,2025-02-19,Electronics,Electronics,1.0,1500.0,United Kingdom
ORD100628,2024-11-02,electronics,electronics,2.0,1000.0,nigeria
ORD100629,2025-02-01,electronics,electronics,3.0,1500.0,Turkey
ORD100630,2026-02-10,Fashion,Fashion,4.0,4800.0,Nigeria
ORD100631,2025-06-06,Groceries,Groceries,4.0,2000.0,Ghana
ORD100632,2024-07-09,Home,Home,4.0,2000.0,United States
ORD100633,2025-05-25,Fashion,Fashion,1.0,500.0,United States
ORD100634,2025-04-15,Groceries,Groceries,-1.0,-500.0,Nigeria
ORD100635,2025-09-25,Electronics,Electronics,2.0,999.98,Nigeria
ORD100636,2024-11-27,Fashion,Fashion,3.0,3600.0,United Kingdom
ORD100637,2024-11-14,electronics,electronics,1.0,500.0,USA
ORD100638,2024-10-17,electronics,electronics,3.0,3600.0,United States
ORD100639,2025-05-25,Groceries,Groceries,1.0,,Ghana
ORD100640,2025-09-10,Electronics,Electronics,1.0,499.99,Nigeria
ORD100641,2026-02-15,electronics,electronics,,,USA
ORD100642,2024-04-10,Fashion,Fashion,2.0,3000.0,nigeria
ORD100643,2025-03-08,Electronics,Electronics,5.0,6000.0,Nigeria
ORD100644,2024-03-25,Groceries,Groceries,1.0,1200.0,nigeria
ORD100645,2025-07-28,Home,Home,3.0,3600.0,Turkey
ORD100646,2025-02-11,Electronics,Electronics,1.0,1500.0,Ghana
ORD100647,2024-03-10,Groceries,Groceries,1.0,1500.0,United States
ORD100648,2024-03-07,Electronics,Electronics,1.0,,Ghana
ORD100649,2024-12-13,electronics,electronics,5.0,2499.95,Ghana
ORD100650,2025-08-28,Electronics,Electronics,4.0,10000.0,United States
ORD100651,2025-10-20,electronics,electronics,1.0,1200.0,nigeria
ORD100652,2025-05-06,Fashion,Fashion,-1.0,-1200.0,Ghana
ORD100653,2026-01-01,Groceries,Groceries,2.0,2400.0,Nigeria
ORD100654,2024-12-20,Groceries,Groceries,2.0,1000.0,nigeria
ORD100655,2025-05-05,Home,Home,1.0,1200.0,Ghana
ORD100656,2025-06-05,Fashion,Fashion,3.0,1499.97,Nigeria
ORD100657,2025-04-16,Groceries,Groceries,1.0,1200.0,nigeria
ORD100658,2025-10-07,Fashion,Fashion,,,United States
ORD100659,2024-04-11,Fashion,Fashion,1.0,2500.0,nigeria
ORD100660,2024-05-10,Groceries,Groceries,2.0,1000.0,USA
ORD100661,2024-08-23,electronics,electronics,1.0,499.99,Nigeria
ORD100662,2025-11-10,Home,Home,1.0,2500.0,Turkey
ORD100663,2024-12-09,Groceries,Groceries,3.0,4500.0,Ghana
ORD100664,2025-03-31,Fashion,Fashion,3.0,1500.0,Ghana
ORD100665,2024-09-20,Fashion,Fashion,3.0,1499.97,Ghana
ORD100666,2025-09-13,Home,Home,2.0,2400.0,United States
ORD100667,2025-12-20,Groceries,Groceries,1.0,1500.0,Turkey
ORD100668,2025-08-03,Groceries,Groceries,4.0,10000.0,Nigeria
ORD100669,2024-03-08,Fashion,Fashion,3.0,3600.0,United States
ORD100670,2024-09-18,Groceries,Groceries,3.0,3600.0,Nigeria
ORD100671,2025-04-05,electronics,electronics,1.0,2500.0,Nigeria
ORD100672,2024-05-13,Fashion,Fashion,1.0,1200.0,Nigeria
ORD100673,2024-10-06,Groceries,Groceries,3.0,3600.0,USA
ORD100674,2025-09-19,electronics,electronics,4.0,4800.0,Ghana
ORD100675,2025-03-15,Fashion,Fashion,2.0,3000.0,United States
ORD100676,2026-01-02,electronics,electronics,2.0,1000.0,Nigeria
ORD100677,2025-05-06,Electronics,Electronics,-1.0,-1500.0,United States
ORD100678,2024-11-10,Groceries,Groceries,,,Nigeria
ORD100679,2026-01-05,Fashion,Fashion,2.0,999.98,United States
ORD100680,2026-01-23,Electronics,Electronics,1.0,1500.0,Ghana
ORD100681,2025-09-18,electronics,electronics,,,United States
ORD100682,2025-04-16,Groceries,Groceries,1.0,500.0,Nigeria
ORD100683,2024-08-24,electronics,electronics,1.0,1200.0,Turkey
ORD100684,2025-08-26,Fashion,Fashion,3.0,3600.0,Nigeria
ORD100685,2024-10-01,Electronics,Electronics,4.0,6000.0,Nigeria
ORD100686,2026-01-24,Groceries,Groceries,2.0,999.98,nigeria
ORD100687,2024-08-25,Fashion,Fashion,3.0,3600.0,United Kingdom
ORD100688,2025-07-04,Groceries,Groceries,1.0,2500.0,United States
ORD100689,2024-09-29,Electronics,Electronics,1.0,1200.0,United Kingdom
ORD100690,2025-01-28,electronics,electronics,3.0,1500.0,United States
ORD100691,2024-03-27,Groceries,Groceries,-1.0,-1200.0,Ghana
ORD100692,2025-07-28,Fashion,Fashion,1.0,499.99,Nigeria
ORD100693,2025-02-03,Fashion,Fashion,2.0,2400.0,United States
ORD100694,,Groceries,Groceries,2.0,2400.0,Turkey
ORD100695,2024-05-07,Home,Home,1.0,1500.0,Nigeria
ORD100696,2025-08-31,Electronics,Electronics,4.0,2000.0,Nigeria
ORD100697,2024-05-05,electronics,electronics,1.0,1200.0,nigeria
ORD100698,2024-10-21,Fashion,Fashion,3.0,1500.0,United Kingdom
ORD100699,2025-12-31,Electronics,Electronics,3.0,1499.97,Nigeria
ORD100700,2024-11-02,Home,Home,1.0,2500.0,Ghana
ORD100701,2025-08-26,Groceries,Groceries,2.0,2400.0,nigeria
ORD100702,2024-03-11,electronics,electronics,3.0,7500.0,Ghana
ORD100703,2025-03-21,Groceries,Groceries,3.0,3600.0,nigeria
ORD100704,2025-09-21,Home,Home,1.0,1500.0,United Kingdom
ORD100705,2024-12-13,Electronics,Electronics,2.0,,Nigeria
ORD100706,2026-01-11,Fashion,Fashion,2.0,999.98,Ghana
ORD100707,2025-01-25,Electronics,Electronics,3.0,3600.0,Ghana
ORD100708,2026-01-23,electronics,electronics,1.0,500.0,Nigeria
ORD100709,2025-09-14,Groceries,Groceries,3.0,1499.97,USA
ORD100710,2025-03-14,Home,Home,2.0,,nigeria
ORD100711,2025-01-30,Home,Home,5.0,2500.0,Turkey
ORD100712,2024-05-16,Groceries,Groceries,,,USA
ORD100713,2025-12-18,Groceries,Groceries,3.0,1500.0,Ghana
ORD100714,2025-07-18,electronics,electronics,4.0,10000.0,Nigeria
ORD100715,2024-03-25,Groceries,Groceries,1.0,1200.0,nigeria
ORD100716,2024-11-08,Electronics,Electronics,2.0,1000.0,nigeria
ORD100717,2025-04-08,electronics,electronics,1.0,1200.0,Ghana
ORD100718,2024-10-28,Home,Home,1.0,1200.0,Nigeria
ORD100719,2025-03-15,Home,Home,1.0,499.99,nigeria
ORD100720,,Electronics,Electronics,3.0,3600.0,Ghana
ORD100721,2025-03-31,Fashion,Fashion,,,Nigeria
ORD100722,2025-06-20,Groceries,Groceries,,,Ghana
ORD100723,2025-04-27,Home,Home,2.0,999.98,Turkey
ORD100724,2025-04-13,Electronics,Electronics,3.0,1499.97,United Kingdom
ORD100725,2024-08-09,electronics,electronics,4.0,10000.0,Nigeria
ORD100726,2025-09-19,Electronics,Electronics,5.0,2499.95,Nigeria
ORD100727,2024-04-23,Fashion,Fashion,2.0,1000.0,United States
ORD100728,2024-10-30,Groceries,Groceries,1.0,500.0,United States
ORD100729,2025-06-18,electronics,electronics,3.0,4500.0,Nigeria
ORD100730,2025-02-17,Home,Home,1.0,1500.0,Nigeria
ORD100731,2024-11-18,Groceries,Groceries,,,nigeria
ORD100732,2025-04-03,Groceries,Groceries,1.0,1200.0,United States
ORD100733,2024-05-16,Groceries,Groceries,2.0,1000.0,Nigeria
ORD100734,2025-05-06,Home,Home,,,Turkey
ORD100735,,Groceries,Groceries,2.0,5000.0,United States
ORD100736,2024-04-16,Home,Home,1.0,499.99,United Kingdom
ORD100737,,Electronics,Electronics,4.0,10000.0,Turkey
ORD100738,2024-07-04,Home,Home,4.0,4800.0,Nigeria
ORD100739,,electronics,electronics,1.0,1200.0,United States
ORD100740,2024-08-13,Home,Home,4.0,2000.0,Nigeria
ORD100741,2025-01-28,Groceries,Groceries,5.0,2500.0,United States
ORD100742,2024-03-01,Home,Home,1.0,1500.0,Nigeria
ORD100743,2024-06-07,Fashion,Fashion,1.0,500.0,nigeria
ORD100744,2026-02-01,Electronics,Electronics,2.0,1000.0,nigeria
ORD100745,2025-10-23,electronics,electronics,3.0,,United Kingdom
ORD100746,2025-11-09,Fashion,Fashion,5.0,12500.0,United States
ORD100747,2025-10-29,Fashion,Fashion,1.0,,USA
ORD100748,2024-07-05,Electronics,Electronics,3.0,3600.0,United Kingdom
ORD100749,2025-06-11,Electronics,Electronics,1.0,499.99,United States
ORD100750,2024-10-26,Groceries,Groceries,3.0,7500.0,Ghana
ORD100751,2025-12-22,Home,Home,,,United Kingdom
ORD100752,2025-10-02,Groceries,Groceries,1.0,2500.0,United Kingdom
ORD100753,2025-10-06,Home,Home,,,nigeria
ORD100754,2025-09-10,Electronics,Electronics,3.0,1500.0,USA
ORD100755,2024-12-09,Home,Home,1.0,499.99,United Kingdom
ORD100756,2025-03-09,electronics,electronics,3.0,1500.0,nigeria
ORD100757,2025-10-05,Electronics,Electronics,5.0,2500.0,United States
ORD100758,2024-07-20,Fashion,Fashion,1.0,499.99,Turkey
ORD100759,2025-04-16,Fashion,Fashion,-1.0,-500.0,Nigeria
ORD100760,2025-10-07,electronics,electronics,3.0,1500.0,nigeria
ORD100761,2024-05-17,Groceries,Groceries,2.0,1000.0,Nigeria
ORD100762,2025-01-08,Groceries,Groceries,1.0,2500.0,Nigeria
ORD100763,2026-02-03,Electronics,Electronics,1.0,500.0,United States
ORD100764,2025-02-15,Electronics,Electronics,1.0,1200.0,United States
ORD100765,2024-08-13,Groceries,Groceries,2.0,1000.0,United Kingdom
ORD100766,2025-10-22,Fashion,Fashion,,,Nigeria
ORD100767,2024-07-10,Home,Home,2.0,2400.0,Turkey
ORD100768,2025-06-04,Fashion,Fashion,3.0,1500.0,United States
ORD100769,2024-06-15,Home,Home,4.0,1999.96,Turkey
ORD100770,2025-11-25,Groceries,Groceries,1.0,1200.0,USA
ORD100771,2025-11-25,Home,Home,5.0,6000.0,Nigeria
ORD100772,2024-03-13,Electronics,Electronics,5.0,7500.0,Nigeria
ORD100773,,electronics,electronics,5.0,2500.0,nigeria
ORD100774,2024-04-02,Electronics,Electronics,4.0,1999.96,Ghana
ORD100775,2026-02-06,Groceries,Groceries,4.0,2000.0,Ghana
ORD100776,2025-05-13,Electronics,Electronics,2.0,5000.0,Ghana
ORD100777,2024-08-21,Groceries,Groceries,1.0,,Nigeria
ORD100778,2024-02-28,Electronics,Electronics,,,Ghana
ORD100779,2025-03-05,Home,Home,,,Nigeria
ORD100780,2025-09-16,Groceries,Groceries,1.0,1200.0,nigeria
ORD100781,2025-07-18,Fashion,Fashion,1.0,2500.0,United Kingdom
ORD100782,,Fashion,Fashion,5.0,2500.0,Nigeria
ORD100783,2025-08-11,Fashion,Fashion,2.0,3000.0,nigeria
ORD100784,2025-08-29,Electronics,Electronics,4.0,6000.0,United Kingdom
ORD100785,2025-09-30,Groceries,Groceries,3.0,4500.0,Ghana
ORD100786,2024-07-10,electronics,electronics,1.0,2500.0,United States
ORD100787,2024-11-09,Fashion,Fashion,4.0,,USA
ORD100788,2024-11-18,Electronics,Electronics,1.0,500.0,Nigeria
ORD100789,2025-11-02,Home,Home,1.0,499.99,Nigeria
ORD100790,2025-02-20,Fashion,Fashion,1.0,1500.0,Nigeria
ORD100791,2024-07-10,electronics,electronics,1.0,2500.0,USA
ORD100792,2025-05-16,Electronics,Electronics,2.0,1000.0,Ghana
ORD100793,2025-02-07,Electronics,Electronics,2.0,999.98,nigeria
ORD100794,2025-05-14,Groceries,Groceries,1.0,2500.0,Ghana
ORD100795,2025-06-08,Electronics,Electronics,,,nigeria
ORD100796,2025-01-10,electronics,electronics,2.0,,United States
ORD100797,,Fashion,Fashion,4.0,2000.0,United States
ORD100798,2024-08-26,electronics,electronics,1.0,499.99,United States
ORD100799,2025-03-13,Fashion,Fashion,1.0,1500.0,United States
ORD100800,2025-03-28,Home,Home,1.0,499.99,United States
ORD100801,2025-08-18,electronics,electronics,2.0,1000.0,Ghana
ORD100802,2024-05-09,electronics,electronics,2.0,999.98,Nigeria
ORD100803,2024-06-25,electronics,electronics,3.0,1500.0,Nigeria
ORD100804,2026-02-02,Electronics,Electronics,2.0,3000.0,United Kingdom
ORD100805,2025-10-19,Electronics,Electronics,,,nigeria
ORD100806,2024-12-20,Electronics,Electronics,,,nigeria
ORD100807,2024-09-06,Fashion,Fashion,3.0,7500.0,United Kingdom
